"ID","PO4.conc","PO4.range","PO4.pct","NH4.conc","NH4.range","NH4.pct","NO3.conc","NO3.range","NO3.pct","Ca_ppm","P_ppm","Mg_ppm","K_ppm","Na_ppm","Fe_ppm","Zn_ppm","Cu_ppm","Mn_ppm","Mo_ppm","Collection","Bottle","Coord_x","Coord_y","Date_collected","Extra_volume","Volume_mL","Funnel_area","Water_cm","Collector","Photo_number","Notes","Notes.2","Notes.3","Plot","Treatment","Sample","X1.4m","Palm","Plants_above","Canopy","Date_placed","ID.full","Gap_Fraction.4.5","LAI.4.5","Gap_Fraction.2.25","LAI.2.25","Gap_Fraction.9","LAI.9","K_DL","P.dep","K.dep","Mg.dep","Ca.dep","Na.dep","P.fert","N.fert","K.fert","PO4.dep","NH4.dep","NO3.dep","N.conc","N.dep","DI.control","Treatment.DI","Type","Rain_cm","PO4.rain","NH4.rain","NO3.rain","PO4.dep.pct.of.rain","NH4.dep.pct.of.rain","NO3.dep.pct.of.rain","N.dep.pct.of.rain"
"4-89",677.906781695,17.33696887,2.5574266754865,454.5875,15.874,3.02599661638907,254.4582,14.068,5.52860941404129,NA,NA,NA,5.21,NA,NA,NA,NA,NA,NA,4,"89",190,620,"2018-07-13","",105,81.15,1.29390018484288,"Eva",1895,"","","","30","P",401,"","","","","","30P-2",0.0074146,10.898,0.0036562,12.47,0.012923,9.6638,0.077179,NA,67.4121996303142,NA,NA,NA,"TRUE","FALSE","FALSE",8.77143710141405,5.88190850277264,3.29243512014787,709.0457,9.17434362292052,FALSE,"P","Tfall",1.31700554528651,0.392618835081639,1.29674794362292,3.17865323089957,2234.08464333866,453.589190690325,103.579562820576,204.994887947657
"4-90",1244.5632407,13.336791,1.07160412294507,1027.34275,54.7395000000001,4.98836849288886,81.16605,3.1973,3.93920857304254,NA,NA,NA,2.94,NA,NA,NA,NA,NA,NA,4,"90",190,610,"2018-07-13","",125,140.7,0.888415067519545,"Eva",1896,"","","","30","P",402,"","","","","","30P-3",0.0010826,15.174,0.0017439,14.115,0.0011497,15.041,0.077179,NA,26.1194029850746,NA,NA,NA,"TRUE","FALSE","FALSE",11.0568873551883,9.12706778606965,0.721091417910448,1108.5088,9.8481592039801,FALSE,"P","Tfall",1.31700554528651,0.392618835081639,1.29674794362292,3.17865323089957,2816.18872229837,703.842857893415,22.6854383139609,220.050869630271
"4-91",28.76941925,0.66676142,2.31760472537172,64.98345,0.5381,0.828056989895119,252.6997,15.0272,5.94666317371963,NA,NA,NA,3.78,NA,NA,NA,NA,NA,NA,4,"91",410,675,"2018-07-13","",100,81.15,1.23228589032656,"Palani",1632,"","","","Rain 3","Rain",403,"","","","","","R20",1,0,1,0,1,0,0.077179,NA,46.5804066543438,NA,NA,NA,"Rain","Rain","Rain",0.354521494146642,0.800781885397412,3.11398274799754,317.68315,3.91476463339495,FALSE,"Rain","Rain",1.31700554528651,0.392618835081639,1.29674794362292,3.17865323089957,90.2966089420862,61.7530869692492,97.9654753694623,87.4729321626154
"4-92",24.268467145,0.33338071,1.37371968327504,59.06385,6.4577,10.9334220508822,247.1045,7.03399999999999,2.84656896171458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"92",410,680,"2018-07-13","",95,81.15,1.17067159581023,"Palani",1633,"","","","Rain 3","Rain",404,"","","","","","R21",1,0,1,0,1,0,NA,NA,NA,NA,NA,NA,"Rain","Rain","Rain",0.284104051605052,0.691443715341959,2.89278219346888,306.16835,3.58422590881084,FALSE,"Rain","Rain",1.31700554528651,0.392618835081639,1.29674794362292,3.17865323089957,72.3612894287095,53.3213658631429,91.0065358922533,80.087254059258
"4-93",162.631071785,1.66705981,1.02505615421626,539.0865,9.6866,1.7968544936666,237.99225,2.2381,0.940408773815115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"93",415,675,"2018-07-13","",175,140.7,1.24378109452736,"Palani",1634,"","","","Rain 3","Rain",405,"","","","","","R22",1,0,1,0,1,0,NA,NA,NA,NA,NA,NA,"Rain","Rain","Rain",2.02277452468905,6.70505597014925,2.9601026119403,777.07875,9.66515858208955,FALSE,"Rain","Rain",1.31700554528651,0.392618835081639,1.29674794362292,3.17865323089957,515.20058233285,517.067021630767,93.1244271367903,215.961836831774
"4-94",55.27502175,1.00022026000001,1.80953390579174,254.7879,14.7797,4.55056977184187,252.53985,8.31290000000001,3.29171811894242,NA,NA,NA,0.55,NA,NA,NA,NA,NA,NA,4,"94",265,640,"2018-07-13","",145,81.15,1.78681454097351,"Eva",1891,"","","","32","K",406,"","","","","","32K-1",0.048986,6.7027,0.056219,6.3967,0.093605,5.2637,0.077179,NA,9.82747997535428,NA,NA,NA,"FALSE","FALSE","TRUE",0.987662126155268,4.55258724584103,4.51241876155268,507.32775,9.06500600739371,FALSE,"K","Tfall",1.31700554528651,0.392618835081639,1.29674794362292,3.17865323089957,251.557500024139,351.077267423443,141.960082895725,202.551808293721
"4-95",48.440248415,0.666839549999998,1.37662289484359,133.129075,10.67425,5.25490996303704,220.2474,5.1156,2.32266078963929,NA,NA,NA,6.17,NA,NA,NA,NA,NA,NA,4,"95",275,625,"2018-07-13","",165,81.15,2.03327171903882,"Palani",1892,"","","","32","K",407,"","","","","","32K-2",0.051682,6.5837,0.041002,7.0981,0.03619,7.3755,0.077179,NA,125.452865064695,NA,NA,NA,"FALSE","FALSE","TRUE",0.984921871654344,2.70687583179298,4.4782280961183,353.376475,7.18510392791127,FALSE,"K","Tfall",1.31700554528651,0.392618835081639,1.29674794362292,3.17865323089957,250.859557323465,208.74340654286,140.884449193313,160.546588958651
"4-96",88.44870723,2.00044052,2.26169560036429,516.717,7.11599999999999,1.2128504883956,255.89705,2.2381,0.874609535358068,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,4,"96",290,640,"2018-07-13","",95,140.7,0.675195451314854,"Eva",1887,"","","","32","K",408,"","","","","","32K-3",0.036551,7.3534,0.028702,7.8906,0.051831,6.5773,0.077179,NA,28.3582089552239,NA,NA,NA,"FALSE","FALSE","TRUE",0.597201647963753,3.48884968017058,1.7278052416489,772.61405,5.21665492181947,FALSE,"K","Tfall",1.31700554528651,0.392618835081639,1.29674794362292,3.17865323089957,152.107233428975,269.046093138444,54.3565188191329,116.562844723659
"4-97",661.236574245,26.00549237,3.93285752526516,983.55125,76.6354999999999,7.2740172820259,293.94455,4.79589999999996,1.63156622567078,NA,NA,NA,2.32,NA,NA,NA,NA,NA,NA,4,"97",455,655,"2018-07-13","",40,81.15,0.492914356130622,"Eva",1855,"","","","33","PK",409,"","","","","","33PK-1",0.0076892,10.818,0.0029434,12.952,0.014939,9.3417,0.077179,NA,11.4356130622304,NA,NA,NA,"TRUE","FALSE","TRUE",3.25933000243993,4.84806531115219,1.44889488601356,1277.4958,6.29696019716574,FALSE,"PK","Tfall",1.31700554528651,0.392618835081639,1.29674794362292,3.17865323089957,830.151208044362,373.863350622127,45.582036817634,140.701580743487
"4-98",764.461617725,20.00417081,2.61676588414359,226.323275,4.37925000000001,1.47786231101827,275.40035,8.6327,3.13460022835846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"98",470,650,"2018-07-13","",65,81.15,0.800985828712261,"Eva",1859,"","","","33","PK",410,"","","","","","33PK-2",0.0019137,13.908,0.0024752,13.337,0.0077865,10.79,NA,NA,NA,NA,NA,NA,"TRUE","FALSE","TRUE",6.12322922392175,1.81281735982748,2.20591777572397,501.723625,4.01873513555145,FALSE,"PK","Tfall",1.31700554528651,0.392618835081639,1.29674794362292,3.17865323089957,1559.58621359786,139.797203361105,69.3978743664243,89.7960870732496
"4-99",378.343392115,9.00190421000001,2.37929468245181,358.79315,1.09470000000005,0.25529792162026,148.78835,9.27209999999999,6.23173790152253,NA,NA,NA,3.29,NA,NA,NA,NA,NA,NA,4,"99",470,630,"2018-07-13","",160,140.7,1.13717128642502,"Palani",1857,"","","","33","PK",411,"","","","","","33PK-3",0.019751,8.7213,0.030439,7.7601,0.016319,9.1454,0.077179,NA,37.4129353233831,NA,NA,NA,"TRUE","FALSE","TRUE",4.3024124192182,4.08009267945984,1.69197839374556,507.5815,5.7720710732054,FALSE,"PK","Tfall",1.31700554528651,0.392618835081639,1.29674794362292,3.17865323089957,1095.82425364885,314.640381696745,53.2294110379169,128.973266264141
"1-100",19.70813624,0.335021439999999,1.69991436998509,19.76295,18.1015,91.5931073043245,63.91585,24.5185,38.3605944378429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"100",375,660,"2018-06-24","220",270,81.15,3.3271719038817,"Palani",1479,"Also photo 1478 (overhead veg not moved)","","","34","NK",97,"Y","N","3","Y","2018-06-21","34NK-1",0.013489,9.5686,0.0077911,10.788,0.013447,9.5755,NA,NA,NA,NA,NA,NA,"FALSE","TRUE","TRUE",0.655723571756007,0.657547319778188,2.12659020332717,83.6788,2.78413752310536,FALSE,"NK","Tfall",5.21439979050264,0.701392541202715,0.81436459367628,3.47349215079723,93.4888144991681,80.7436036492976,61.2234060422184,64.9307495334063
"1-101",13.1742806,6.70136636,50.8670383109951,15.30505,2.7017,17.6523435075351,50.6814,3.0648,6.04718890954077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"101",360,655,"2018-06-24","390",440,81.15,5.42205791743685,"Palani",1481,"","","","34","NK",98,"N","N","2","Y","2018-06-21","34NK-2",0.052169,6.5628,0.04666,6.8108,0.03881,7.2202,NA,NA,NA,NA,NA,NA,"FALSE","TRUE","TRUE",0.714317124337646,0.829848675292668,2.74797486136784,65.98645,3.5778235366605,FALSE,"NK","Tfall",5.21439979050264,0.701392541202715,0.81436459367628,3.47349215079723,101.842703247566,101.901369698121,79.1127413584951,83.4408365268233
"1-102",54.555249125,55.28627247,101.339968851256,31.1102,9.456,30.3951758587216,4.615,17.6649,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"102",365,660,"2018-06-24","340",390,140.7,2.77185501066098,"Palani",1480,"","","","34","NK",99,"Y","Y","4","Y","2018-06-21","34NK-3",0.021082,8.5763,0.0067285,11.114,0.050889,6.618,0.079498,NA,NA,NA,NA,NA,"FALSE","TRUE","TRUE",1.51219240644989,0.862329637526652,0.127921108742004,35.7252,0.990250746268657,FALSE,"NK","Tfall",5.21439979050264,0.701392541202715,0.81436459367628,3.47349215079723,215.598586756691,105.88987343296,3.6827809935498,23.0943057401571
"1-104",90.40758259,0.335021440000007,0.370567855485458,30.02945,2.9719,9.89661815317962,38.7007,25.3544,65.5140604691905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"104",445,735,"2018-06-25","430",480,81.15,5.91497227356747,"Palani",1507,"Also photo 1482","","","35","NP",101,"N","N","3","Y","2018-06-21","35NP-2",0.0091557,10.43,0.0038956,12.329,0.020688,8.6182,0.079498,NA,NA,NA,NA,NA,"TRUE","TRUE","FALSE",5.34758344340111,1.77623364140481,2.28913567467652,68.73015,4.06536931608133,FALSE,"NP","Tfall",5.21439979050264,0.701392541202715,0.81436459367628,3.47349215079723,762.423768326838,218.11282749737,65.9030041035541,94.811220578231
"1-106",16.35745306,1.00522058,6.14533678508994,13.54895,15.9401,117.648231043734,59.73655,2.2289,3.73121648304095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"106",325,740,"2018-06-25","330",380,81.15,4.68268638324091,"Palani",1510,"","","","36","C",103,"Y","Y","3","Y","2018-06-22","36C-1",0.15199,4.1865,0.1286,4.5579,0.12382,4.642,0.079498,NA,NA,NA,NA,NA,"FALSE","FALSE","FALSE",0.765968227085644,0.634454836722119,2.7972752926679,73.2855,3.43173012939002,FALSE,"C","Tfall",5.21439979050264,0.701392541202715,0.81436459367628,3.47349215079723,109.206782520413,77.9079593647367,80.5320746737797,80.033693611921
"1-107",28.419904695,0.335099569999999,1.1791016669347,116.48465,2.4315,2.08739949856054,102.92265,42.3503,41.1476968383539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"107",345,730,"2018-06-25","300",350,81.15,4.31300061614295,"Palani",1513,"Also photo 1512 (1513 cloudy, 1512 sunny, 5 min apart); near gap","","","36","C",104,"Y","Y","4","Y","2018-06-22","36C-2",0.02843,7.9118,0.025262,8.1743,0.045979,6.8435,0.079498,NA,NA,NA,NA,NA,"FALSE","FALSE","FALSE",1.22575066460259,5.02398367221195,4.43905452865065,219.4073,9.4630382008626,FALSE,"C","Tfall",5.21439979050264,0.701392541202715,0.81436459367628,3.47349215079723,174.759580776369,616.920690219625,127.798029646671,220.69389825253
"1-108",26.91211289,0,0,19.35765,4.3227,22.330706464886,10.08625,20.1725,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"108",340,725,"2018-06-25","770",820,140.7,5.82800284292822,"Palani",1511,"","","Water slightly into funnel on 6/24","36","C",105,"Y","Y","3","Y","2018-06-22","36C-3",0.15789,4.1019,0.17759,3.8406,0.10889,4.9277,0.079498,NA,NA,NA,NA,NA,"FALSE","FALSE","FALSE",1.56843870432125,1.12816439232409,0.587826936744847,29.4439,1.71599132906894,FALSE,"C","Tfall",5.21439979050264,0.701392541202715,0.81436459367628,3.47349215079723,223.617819150424,138.533084699966,16.9232262871223,40.019791502611
"1-54",54.890348695,0.335099569999999,0.610489053115677,7.87535,0.2701,3.4296888392262,165.8908,31.2054,18.8108080737449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"54",100,385,"2018-06-25","350",400,81.15,4.92914356130622,"Omar",1620,"","","","18","K",51,"N","Y","3","Y","2018-06-19","18K-3",0.081425,5.5735,0.090821,5.3308,0.09365,5.2626,NA,NA,NA,NA,NA,NA,"FALSE","FALSE","TRUE",2.70562408847813,0.38818730745533,8.17699568699938,173.76615,8.56518299445471,FALSE,"K","Tfall",5.21439979050264,0.701392541202715,0.81436459367628,3.47349215079723,385.750336585936,47.6675079527879,235.411376562996,199.754411233401
"1-55",106.323327695,0.670121010000018,0.630267152587937,47.86085,5.6737,11.8545742501439,4.615,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"55",260,430,"2018-06-26","350",400,81.15,4.92914356130622,"Omar",1519,"","Some water leaked through foil, shook out thoroughly but did not rinse with DI","","19","K",52,"N","N","3","Y","2018-06-20","19K-1",0.047328,6.7792,0.044127,6.9349,0.044517,6.9153,NA,NA,NA,NA,NA,NA,"FALSE","FALSE","TRUE",5.24082946124461,2.35913000616143,0.227479975354282,52.47585,2.58660998151571,FALSE,"K","Tfall",5.21439979050264,0.701392541202715,0.81436459367628,3.47349215079723,747.203477849633,289.689657983733,6.54902805241899,60.3240764712934
"1-56",23.89645115,0,0,18.00685,3.2421,18.0048148343547,31.3173,31.2054,99.6426895038844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"56",245,410,"2018-06-26","380",430,81.15,5.29882932840419,"Omar",1522,"","Some water leaked through foil, shook out thoroughly but did not rinse with DI","","19","K",53,"N","N","2","Y","2018-06-20","19K-2",0.085566,5.4633,0.078729,5.6483,0.068645,5.9529,NA,NA,NA,NA,NA,NA,"FALSE","FALSE","TRUE",1.26623216198398,0.95415224892175,1.65945027726433,49.32415,2.61360252618607,FALSE,"K","Tfall",5.21439979050264,0.701392541202715,0.81436459367628,3.47349215079723,180.531170150841,117.165242242965,47.7746948955521,60.9535878164463
"1-57",22.723758915,0.335099569999999,1.4746661027934,38.13465,0.270099999999999,0.708279740341132,30.0635,18.6676,62.0939012423703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"57",255,410,"2018-06-26","350",400,81.15,4.92914356130622,"Omar",1520,"Near ant nest","Some water leaked through foil, shook out thoroughly but did not rinse with DI","","19","K",54,"N","N","2","Y","2018-06-20","19K-3",0.04261,7.0126,0.037078,7.3217,0.037281,7.3095,NA,NA,NA,NA,NA,NA,"FALSE","FALSE","TRUE",1.12008669944547,1.87971164510166,1.4818730745533,68.19815,3.36158471965496,FALSE,"K","Tfall",5.21439979050264,0.701392541202715,0.81436459367628,3.47349215079723,159.694697854186,230.819421632281,42.6623412467819,78.3977851869144
"1-58",81.36075363,0.335021440000007,0.411772783624359,74.743,3.78240000000001,5.06054078642817,27.83455,23.6827,85.0838256770812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"58",355,410,"2018-06-26","370",420,81.15,5.17560073937153,"Omar",1525,"","","","20","NPK",55,"N","N","3","Y","2018-06-20","20NPK-1",0.01924,8.7795,0.016295,9.1487,0.01615,9.1685,NA,NA,NA,NA,NA,NA,"TRUE","TRUE","TRUE",4.21090776643253,3.86839926062847,1.44060517560074,102.57755,5.3090044362292,FALSE,"NPK","Tfall",5.21439979050264,0.701392541202715,0.81436459367628,3.47349215079723,600.363921636786,475.020560897101,41.4742602850015,123.814874250914
"1-59",44.838299155,1.67534159,3.73640753902946,12.33315,0.5403,4.38087593193953,14.8787,3.9006,26.2160000537681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"59",340,405,"2018-06-26","440",490,81.15,6.03820086260012,"Omar",1524,"","","","20","NPK",56,"N","N","3","Y","2018-06-20","20NPK-2",0.029507,7.8292,0.030733,7.7387,0.033161,7.5697,NA,NA,NA,NA,NA,NA,"TRUE","TRUE","TRUE",2.70742656635243,0.744700369685767,0.898405791743685,27.21185,1.64310616142945,FALSE,"NPK","Tfall",5.21439979050264,0.701392541202715,0.81436459367628,3.47349215079723,386.007322192201,91.4455730846514,25.86462708826,38.3199873350994
"1-60",115.70521716,0,0,35.568,0.540399999999998,1.51934322986954,43.298,30.6482,70.7843318398078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"60",335,415,"2018-06-26","440",490,81.15,6.03820086260012,"Omar",1523,"Near gap","","","20","NPK",57,"N","N","2","Y","2018-06-20","20NPK-3",0.13345,4.4756,0.055585,6.4219,0.15629,4.1245,NA,NA,NA,NA,NA,NA,"TRUE","TRUE","TRUE",6.98651342062846,2.14766728280961,2.6144202094886,78.866,4.76208749229821,FALSE,"NPK","Tfall",5.21439979050264,0.701392541202715,0.81436459367628,3.47349215079723,996.091776032907,263.723066975986,75.267773640673,111.059855216384
"1-61",26.4095026,0.335021439999996,1.26856399029642,24.22075,1.0807,4.46187669663409,4.615,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"61",200,460,"2018-06-25","340",390,81.15,4.80591497227357,"Palani",1484,"","","","21","PK",58,"N","N","3","Y","2018-06-19","21PK-1",0.016861,9.0728,0.018136,8.9108,0.019767,8.7194,NA,NA,NA,NA,NA,NA,"TRUE","FALSE","TRUE",1.26921823955638,1.16402865064695,0.221792975970425,28.83575,1.38582162661738,FALSE,"PK","Tfall",5.21439979050264,0.701392541202715,0.81436459367628,3.47349215079723,180.956905726425,142.937040692325,6.38530235110852,32.3196811181605
"1-62",51.707176235,0.670121010000007,1.29599227572286,26.7874,7.835,29.2488259405541,29.6456,33.4344,112.780311412149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"62",190,440,"2018-06-25","510",560,81.15,6.90080098582871,"Omar",1485,"","","","21","PK",59,"N","N","1","Y","2018-06-19","21PK-2",0.084385,5.4941,0.081846,5.562,0.12053,4.702,NA,NA,NA,NA,NA,NA,"TRUE","FALSE","TRUE",3.56820932736907,1.84854516327788,2.04578385705484,56.433,3.89432902033272,FALSE,"PK","Tfall",5.21439979050264,0.701392541202715,0.81436459367628,3.47349215079723,508.732146089046,226.992329680372,58.8970341155167,90.8222744463654
"1-63",167.64088458,0.670199139999998,0.399782631593173,63.66595,7.0245,11.0333702709219,50.96005,26.4689,51.940490639236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"63",185,430,"2018-06-25","110",160,81.15,1.97165742452249,"Omar",1486,"","","","21","PK",60,"Y","N","4","Y","2018-06-19","21PK-3",0.0012739,14.813,0.00059709,16.497,0.0065473,11.175,NA,NA,NA,NA,NA,NA,"TRUE","FALSE","TRUE",3.30530394735675,1.25527443006778,1.00475760936537,114.626,2.26003203943315,FALSE,"PK","Tfall",5.21439979050264,0.701392541202715,0.81436459367628,3.47349215079723,471.24880194605,154.141577349415,28.9264396101993,52.7077319536395
"1-64",57.068300575,0.670121009999995,1.1742438503479,33.00135,7.2947,22.1042472504913,46.92,8.3586,17.8145780051151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"64",85,505,"2018-06-25","160",210,81.15,2.58780036968577,"Palani",1543,"","Some water leaked through foil, returned on 6/22 to shake out thoroughly but did not rinse with DI","","22","NP",61,"Y","N","5+","Y","2018-06-20","22NP-1",0.00038676,17.462,0.00033406,17.787,0.00094757,15.47,NA,NA,NA,NA,NA,NA,"TRUE","TRUE","FALSE",1.47681369325323,0.854009057301294,1.21419593345656,79.92135,2.06820499075786,FALSE,"NP","Tfall",5.21439979050264,0.701392541202715,0.81436459367628,3.47349215079723,210.554519259766,104.868146765326,34.9560580748076,48.2340039326991
"1-65",86.219228615,0.670121009999995,0.777229187461567,13.68405,15.1297,110.564489314202,30.89935,16.4385,53.2001482231827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"65",90,490,"2018-06-25","210",260,81.15,3.20394331484904,"Palani",1542,"","Some water leaked through foil, returned on 6/22 to shake out thoroughly but did not rinse with DI","","22","NP",62,"Y","Y","5+","Y","2018-06-20","22NP-2",0.035385,7.4255,0.017552,8.9835,0.035295,7.4311,NA,NA,NA,NA,NA,NA,"TRUE","TRUE","FALSE",2.76241521132471,0.438429205175601,0.989997658656808,44.5834,1.42842686383241,FALSE,"NP","Tfall",5.21439979050264,0.701392541202715,0.81436459367628,3.47349215079723,393.847246591452,53.8369679355045,28.501508443875,33.3133065994676
"1-66",290.946158425,2.68056217000001,0.921325850979057,26.9225,0.540399999999998,2.00724301235026,4.615,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"66",90,475,"2018-06-25","480",530,81.15,6.53111521873075,"Palani",1541,"","Some water leaked through foil, returned on 6/22 to shake out thoroughly but did not rinse with DI","","22","NP",63,"N","N","3","Y","2018-06-20","22NP-3",0.059441,6.2728,0.060913,6.2185,0.048487,6.7254,NA,NA,NA,NA,NA,NA,"TRUE","TRUE","FALSE",19.0020288312076,1.75833949476278,0.301410967344424,31.5375,2.05975046210721,FALSE,"NP","Tfall",5.21439979050264,0.701392541202715,0.81436459367628,3.47349215079723,2709.18604275772,215.915513569312,8.67746216945516,48.0368301660721
"1-67",12.0015493,0.335021440000001,2.79148492936658,9.90165,0.540299999999998,5.45666631319021,74.3641,14.7668,19.8574312067248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"67",265,490,"2018-06-26","500",550,81.15,6.77757239679606,"Omar",1551,"Also photo 1552 (overhead veg not moved)","","","23","N",64,"Y","Y","4","Y","2018-06-20","23N-1",0.030233,7.7751,0.023126,8.3706,0.0266,8.0596,NA,NA,NA,NA,NA,NA,"FALSE","TRUE","FALSE",0.81341369254467,0.671091497227357,5.04008071472582,84.26575,5.71117221195317,FALSE,"N","Tfall",5.21439979050264,0.701392541202715,0.81436459367628,3.47349215079723,115.971249302119,82.4067625776623,145.101255333743,133.194100276651
"1-68",13.1742806,6.70136636,50.8670383109951,8.6859,9.9964,115.087670822828,55.1393,15.8814,28.8023242950128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"68",245,485,"2018-06-26","390",440,81.15,5.42205791743685,"Omar",1549,"Near gap","","","23","N",65,"N","Y","2","Y","2018-06-20","23N-2",0.23593,3.2094,0.25246,3.0589,0.21696,3.3957,NA,NA,NA,NA,NA,NA,"FALSE","TRUE","FALSE",0.714317124337646,0.470954528650647,2.98968478126925,63.8252,3.4606393099199,FALSE,"N","Tfall",5.21439979050264,0.701392541202715,0.81436459367628,3.47349215079723,101.842703247566,57.8309190143717,86.0714419804596,80.7079041150388
"1-69",48.02143255,67.68386274,140.945113766707,26.78745,2.9719,11.094374417871,53.74625,6.9655,12.959973951671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"69",265,515,"2018-06-26","220",270,81.15,3.3271719038817,"Omar",1550,"","","","23","N",66,"Y","N","4","Y","2018-06-20","23N-3",0.027729,7.9673,0.02643,8.0739,0.041577,7.0671,NA,NA,NA,NA,NA,NA,"FALSE","TRUE","FALSE",1.5977556116451,0.891264510166359,1.78823012939002,80.5337,2.67949463955638,FALSE,"N","Tfall",5.21439979050264,0.701392541202715,0.81436459367628,3.47349215079723,227.797633676763,109.442934661848,51.4821986564613,62.490302247385
